"","period","dias_rest","Comuns","Cs","CUP","ERC","Junts","PDeCAT","PP","PSC","Vox","Comuns.Enc","Cs.Enc","CUP.Enc","ERC.Enc","Junts.Enc","PP.Enc","PSC.Enc","Vox.Enc","PDeCAT.Enc"
"1",2018-01-19,1122,7.4,24.5,4,21.4,22.5,NA,4.7,13.9,NA,6.9,24.9,3.5,20.6,22.4,5.9,14.3,NA,NA
"2",2018-01-20,1121,7.4,24.5,4,21.4,22.4,NA,4.7,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",2018-01-21,1120,7.4,24.5,4.1,21.4,22.4,NA,4.7,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",2018-01-22,1119,7.4,24.5,4.1,21.5,22.3,NA,4.7,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",2018-01-23,1118,7.4,24.4,4.2,21.5,22.3,NA,4.7,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",2018-01-24,1117,7.4,24.4,4.2,21.5,22.2,NA,4.7,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",2018-01-25,1116,7.4,24.4,4.2,21.5,22.2,NA,4.7,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",2018-01-26,1115,7.4,24.4,4.3,21.6,22.1,NA,4.7,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",2018-01-27,1114,7.4,24.4,4.3,21.6,22.1,NA,4.8,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",2018-01-28,1113,7.4,24.4,4.3,21.6,22,NA,4.8,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",2018-01-29,1112,7.4,24.4,4.4,21.6,22,NA,4.8,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",2018-01-30,1111,7.4,24.4,4.4,21.7,22,NA,4.8,13.5,NA,7.4,24.7,6,22.9,19.5,4.6,12.5,NA,NA
"13",2018-01-31,1110,7.4,24.4,4.4,21.7,21.9,NA,4.8,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",2018-02-01,1109,7.4,24.4,4.5,21.7,21.9,NA,4.8,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",2018-02-02,1108,7.4,24.4,4.5,21.7,21.8,NA,4.8,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",2018-02-03,1107,7.4,24.4,4.5,21.7,21.8,NA,4.8,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2018-02-04,1106,7.4,24.4,4.5,21.8,21.8,NA,4.8,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2018-02-05,1105,7.4,24.4,4.6,21.8,21.7,NA,4.8,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2018-02-06,1104,7.4,24.4,4.6,21.8,21.7,NA,4.8,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2018-02-07,1103,7.4,24.4,4.6,21.8,21.7,NA,4.8,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2018-02-08,1102,7.4,24.4,4.6,21.8,21.6,NA,4.8,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2018-02-09,1101,7.4,24.4,4.7,21.8,21.6,NA,4.8,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",2018-02-10,1100,7.4,24.5,4.7,21.8,21.6,NA,4.8,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",2018-02-11,1099,7.4,24.5,4.7,21.9,21.6,NA,4.8,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",2018-02-12,1098,7.4,24.5,4.7,21.9,21.5,NA,4.8,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2018-02-13,1097,7.4,24.5,4.7,21.9,21.5,NA,4.8,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",2018-02-14,1096,7.4,24.5,4.8,21.9,21.5,NA,4.8,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",2018-02-15,1095,7.4,24.5,4.8,21.9,21.5,NA,4.8,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",2018-02-16,1094,7.4,24.5,4.8,21.9,21.4,NA,4.8,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",2018-02-17,1093,7.4,24.5,4.8,21.9,21.4,NA,4.7,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",2018-02-18,1092,7.4,24.5,4.8,21.9,21.4,NA,4.7,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",2018-02-19,1091,7.4,24.5,4.8,22,21.4,NA,4.7,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",2018-02-20,1090,7.4,24.5,4.9,22,21.3,NA,4.7,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",2018-02-21,1089,7.4,24.5,4.9,22,21.3,NA,4.7,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",2018-02-22,1088,7.4,24.5,4.9,22,21.3,NA,4.7,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",2018-02-23,1087,7.4,24.5,4.9,22,21.3,NA,4.7,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",2018-02-24,1086,7.4,24.5,4.9,22,21.3,NA,4.7,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",2018-02-25,1085,7.4,24.5,4.9,22,21.2,NA,4.7,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",2018-02-26,1084,7.4,24.5,4.9,22,21.2,NA,4.7,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",2018-02-27,1083,7.4,24.5,4.9,22,21.2,NA,4.7,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",2018-02-28,1082,7.4,24.5,4.9,22,21.2,NA,4.7,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",2018-03-01,1081,7.4,24.5,4.9,22,21.2,NA,4.7,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",2018-03-02,1080,7.4,24.5,4.9,22,21.2,NA,4.7,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",2018-03-03,1079,7.4,24.5,4.9,22,21.2,NA,4.7,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",2018-03-04,1078,7.4,24.5,4.9,22,21.2,NA,4.7,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",2018-03-05,1077,7.4,24.5,4.9,22,21.2,NA,4.7,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",2018-03-06,1076,7.4,24.5,4.9,22,21.2,NA,4.7,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",2018-03-07,1075,7.4,24.5,4.9,22,21.2,NA,4.7,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",2018-03-08,1074,7.4,24.5,4.9,22,21.1,NA,4.7,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",2018-03-09,1073,7.4,24.5,4.9,22,21.1,NA,4.7,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",2018-03-10,1072,7.4,24.5,4.9,22,21.1,NA,4.7,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",2018-03-11,1071,7.4,24.5,4.9,22,21.1,NA,4.7,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",2018-03-12,1070,7.4,24.5,4.9,22,21.1,NA,4.7,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",2018-03-13,1069,7.4,24.5,4.9,22,21.1,NA,4.7,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",2018-03-14,1068,7.4,24.5,4.9,22,21.1,NA,4.6,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",2018-03-15,1067,7.3,24.6,4.9,22,21.1,NA,4.6,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",2018-03-16,1066,7.3,24.6,4.9,22,21.1,NA,4.6,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",2018-03-17,1065,7.3,24.6,4.9,22,21.1,NA,4.6,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",2018-03-18,1064,7.3,24.6,4.9,22,21,NA,4.6,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",2018-03-19,1063,7.3,24.6,4.9,22,21,NA,4.6,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",2018-03-20,1062,7.3,24.6,4.9,22,21,NA,4.6,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",2018-03-21,1061,7.3,24.6,4.8,22,21,NA,4.6,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",2018-03-22,1060,7.3,24.6,4.8,22,21,NA,4.6,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",2018-03-23,1059,7.3,24.6,4.8,22,21,NA,4.5,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",2018-03-24,1058,7.3,24.6,4.8,22,21,NA,4.5,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",2018-03-25,1057,7.2,24.6,4.8,22,21,NA,4.5,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",2018-03-26,1056,7.2,24.6,4.8,22,21,NA,4.5,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",2018-03-27,1055,7.2,24.7,4.8,22,21,NA,4.5,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",2018-03-28,1054,7.2,24.7,4.8,22,20.9,NA,4.5,13.5,NA,6,25.7,4.2,21,19.4,4.8,14.9,NA,NA
"70",2018-03-29,1053,7.2,24.7,4.8,22,20.9,NA,4.5,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",2018-03-30,1052,7.2,24.7,4.8,22,20.9,NA,4.5,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",2018-03-31,1051,7.2,24.7,4.8,22,20.9,NA,4.5,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",2018-04-01,1050,7.2,24.7,4.8,22,20.9,NA,4.4,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",2018-04-02,1049,7.2,24.7,4.8,22,20.8,NA,4.4,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",2018-04-03,1048,7.2,24.7,4.8,22,20.8,NA,4.4,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",2018-04-04,1047,7.2,24.7,4.8,21.9,20.8,NA,4.4,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",2018-04-05,1046,7.2,24.7,4.8,21.9,20.8,NA,4.4,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",2018-04-06,1045,7.1,24.8,4.8,21.9,20.7,NA,4.4,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",2018-04-07,1044,7.1,24.8,4.8,21.9,20.7,NA,4.4,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",2018-04-08,1043,7.1,24.8,4.8,21.9,20.7,NA,4.3,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",2018-04-09,1042,7.1,24.8,4.8,21.9,20.7,NA,4.3,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",2018-04-10,1041,7.1,24.8,4.9,21.9,20.6,NA,4.3,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",2018-04-11,1040,7.1,24.8,4.9,21.9,20.6,NA,4.3,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",2018-04-12,1039,7.1,24.8,4.9,21.9,20.6,NA,4.3,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",2018-04-13,1038,7.1,24.8,4.9,21.9,20.6,NA,4.3,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",2018-04-14,1037,7.1,24.8,4.9,21.9,20.6,NA,4.3,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",2018-04-15,1036,7.1,24.8,4.9,21.9,20.5,NA,4.2,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",2018-04-16,1035,7.1,24.9,4.9,21.9,20.5,NA,4.2,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",2018-04-17,1034,7.1,24.9,4.9,21.9,20.5,NA,4.2,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",2018-04-18,1033,7.1,24.9,4.9,21.9,20.5,NA,4.2,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",2018-04-19,1032,7.1,24.9,5,21.9,20.5,NA,4.2,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",2018-04-20,1031,7.1,24.9,5,21.9,20.4,NA,4.2,13.6,NA,5.4,26,3.8,21.8,18.7,4.5,15.2,NA,NA
"93",2018-04-21,1030,7.1,24.9,5,21.9,20.4,NA,4.2,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",2018-04-22,1029,7.1,24.9,5,21.9,20.4,NA,4.2,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",2018-04-23,1028,7.1,24.9,5,21.9,20.4,NA,4.2,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",2018-04-24,1027,7.1,24.9,5,21.9,20.4,NA,4.2,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",2018-04-25,1026,7.1,24.9,5.1,21.9,20.4,NA,4.1,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",2018-04-26,1025,7.1,24.9,5.1,21.9,20.3,NA,4.1,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",2018-04-27,1024,7.1,24.9,5.1,21.9,20.3,NA,4.1,13.6,NA,9.5,24.5,9,20.5,19.8,4.1,11,NA,NA
"100",2018-04-28,1023,7.1,24.9,5.1,21.9,20.3,NA,4.1,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",2018-04-29,1022,7.1,24.9,5.1,21.9,20.3,NA,4.1,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",2018-04-30,1021,7.2,25,5.2,21.9,20.3,NA,4.1,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",2018-05-01,1020,7.2,25,5.2,21.9,20.3,NA,4.1,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",2018-05-02,1019,7.2,25,5.2,21.9,20.3,NA,4.1,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",2018-05-03,1018,7.2,25,5.2,21.9,20.2,NA,4.1,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",2018-05-04,1017,7.2,25,5.2,21.9,20.2,NA,4.1,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",2018-05-05,1016,7.2,25,5.3,21.9,20.2,NA,4.1,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",2018-05-06,1015,7.2,25,5.3,21.9,20.2,NA,4.1,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",2018-05-07,1014,7.2,25,5.3,21.9,20.2,NA,4.1,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",2018-05-08,1013,7.2,24.9,5.3,21.8,20.2,NA,4.1,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",2018-05-09,1012,7.2,24.9,5.3,21.8,20.2,NA,4.1,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",2018-05-10,1011,7.2,24.9,5.4,21.8,20.2,NA,4.1,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",2018-05-11,1010,7.2,24.9,5.4,21.8,20.2,NA,4.1,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",2018-05-12,1009,7.2,24.9,5.4,21.8,20.2,NA,4.1,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",2018-05-13,1008,7.2,24.9,5.4,21.8,20.2,NA,4.1,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",2018-05-14,1007,7.2,24.9,5.4,21.8,20.2,NA,4.1,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",2018-05-15,1006,7.3,24.9,5.5,21.8,20.2,NA,4.1,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",2018-05-16,1005,7.3,24.9,5.5,21.8,20.2,NA,4.1,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",2018-05-17,1004,7.3,24.9,5.5,21.8,20.2,NA,4.1,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",2018-05-18,1003,7.3,24.9,5.5,21.8,20.2,NA,4.1,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",2018-05-19,1002,7.3,24.9,5.5,21.8,20.2,NA,4.1,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",2018-05-20,1001,7.3,24.9,5.5,21.8,20.2,NA,4.1,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",2018-05-21,1000,7.3,24.9,5.6,21.7,20.2,NA,4.1,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",2018-05-22,999,7.3,24.9,5.6,21.7,20.2,NA,4.1,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",2018-05-23,998,7.3,24.8,5.6,21.7,20.2,NA,4.1,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",2018-05-24,997,7.3,24.8,5.6,21.7,20.2,NA,4.1,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",2018-05-25,996,7.3,24.8,5.6,21.7,20.2,NA,4.1,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",2018-05-26,995,7.3,24.8,5.6,21.7,20.2,NA,4.1,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",2018-05-27,994,7.3,24.8,5.6,21.7,20.2,NA,4.1,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",2018-05-28,993,7.3,24.7,5.6,21.7,20.2,NA,4.1,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",2018-05-29,992,7.3,24.7,5.6,21.7,20.2,NA,4.1,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",2018-05-30,991,7.3,24.7,5.6,21.7,20.2,NA,4.1,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",2018-05-31,990,7.3,24.7,5.6,21.7,20.2,NA,4.2,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",2018-06-01,989,7.3,24.7,5.7,21.7,20.2,NA,4.2,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",2018-06-02,988,7.3,24.6,5.7,21.7,20.2,NA,4.2,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",2018-06-03,987,7.3,24.6,5.7,21.7,20.2,NA,4.2,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",2018-06-04,986,7.4,24.6,5.7,21.7,20.2,NA,4.2,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",2018-06-05,985,7.4,24.6,5.7,21.7,20.2,NA,4.2,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",2018-06-06,984,7.4,24.6,5.7,21.7,20.2,NA,4.2,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",2018-06-07,983,7.4,24.5,5.7,21.7,20.2,NA,4.2,13.7,NA,7.6,21.3,7.6,20.7,20.4,4.9,16.3,NA,NA
"141",2018-06-08,982,7.4,24.5,5.7,21.7,20.2,NA,4.2,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",2018-06-09,981,7.4,24.5,5.7,21.7,20.2,NA,4.2,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",2018-06-10,980,7.4,24.5,5.7,21.7,20.2,NA,4.2,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",2018-06-11,979,7.4,24.4,5.7,21.7,20.2,NA,4.2,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",2018-06-12,978,7.4,24.4,5.7,21.7,20.2,NA,4.2,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",2018-06-13,977,7.4,24.4,5.7,21.8,20.2,NA,4.2,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",2018-06-14,976,7.4,24.4,5.8,21.8,20.2,NA,4.2,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",2018-06-15,975,7.4,24.3,5.8,21.8,20.1,NA,4.2,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",2018-06-16,974,7.4,24.3,5.8,21.8,20.1,NA,4.2,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",2018-06-17,973,7.4,24.3,5.8,21.8,20.1,NA,4.2,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",2018-06-18,972,7.4,24.2,5.8,21.8,20.1,NA,4.2,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",2018-06-19,971,7.4,24.2,5.8,21.8,20.1,NA,4.2,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",2018-06-20,970,7.4,24.2,5.8,21.8,20.1,NA,4.2,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",2018-06-21,969,7.4,24.2,5.8,21.9,20.1,NA,4.2,13.9,NA,7,24,4.5,24.3,20.1,4.1,14.6,NA,NA
"155",2018-06-22,968,7.5,24.1,5.8,21.9,20.1,NA,4.2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",2018-06-23,967,7.5,24.1,5.8,21.9,20.1,NA,4.2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",2018-06-24,966,7.5,24.1,5.8,21.9,20,NA,4.2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",2018-06-25,965,7.5,24.1,5.8,21.9,20,NA,4.2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",2018-06-26,964,7.5,24,5.8,21.9,20,NA,4.2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",2018-06-27,963,7.5,24,5.8,21.9,20,NA,4.2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",2018-06-28,962,7.5,24,5.9,22,20,NA,4.2,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",2018-06-29,961,7.5,24,5.9,22,20,NA,4.2,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",2018-06-30,960,7.5,23.9,5.9,22,19.9,NA,4.2,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",2018-07-01,959,7.5,23.9,5.9,22,19.9,NA,4.2,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",2018-07-02,958,7.5,23.9,5.9,22,19.9,NA,4.2,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",2018-07-03,957,7.5,23.9,5.9,22.1,19.9,NA,4.2,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",2018-07-04,956,7.6,23.8,5.9,22.1,19.8,NA,4.2,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",2018-07-05,955,7.6,23.8,5.9,22.1,19.8,NA,4.2,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",2018-07-06,954,7.6,23.8,5.9,22.1,19.8,NA,4.2,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",2018-07-07,953,7.6,23.8,5.9,22.2,19.8,NA,4.2,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",2018-07-08,952,7.6,23.7,5.9,22.2,19.8,NA,4.2,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",2018-07-09,951,7.6,23.7,5.9,22.2,19.7,NA,4.2,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",2018-07-10,950,7.6,23.7,5.9,22.2,19.7,NA,4.2,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",2018-07-11,949,7.6,23.7,5.9,22.2,19.7,NA,4.2,14.2,NA,8.5,21.5,6.5,23.5,16.5,4.5,15.5,NA,NA
"175",2018-07-12,948,7.6,23.7,5.9,22.2,19.7,NA,4.2,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",2018-07-13,947,7.6,23.6,5.9,22.2,19.7,NA,4.2,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",2018-07-14,946,7.6,23.6,5.9,22.3,19.7,NA,4.2,14.3,NA,7.8,21.4,7,24,17.9,3.8,15.5,NA,NA
"178",2018-07-15,945,7.6,23.6,5.9,22.3,19.6,NA,4.2,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",2018-07-16,944,7.6,23.6,5.9,22.3,19.6,NA,4.2,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",2018-07-17,943,7.6,23.6,5.9,22.3,19.6,NA,4.2,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",2018-07-18,942,7.7,23.6,5.9,22.3,19.6,NA,4.2,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",2018-07-19,941,7.7,23.6,5.9,22.3,19.6,NA,4.2,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",2018-07-20,940,7.7,23.5,6,22.3,19.6,NA,4.2,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",2018-07-21,939,7.7,23.5,6,22.3,19.5,NA,4.2,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",2018-07-22,938,7.7,23.5,6,22.3,19.5,NA,4.2,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",2018-07-23,937,7.7,23.5,6,22.4,19.5,NA,4.2,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",2018-07-24,936,7.7,23.5,6,22.4,19.5,NA,4.2,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",2018-07-25,935,7.7,23.5,6,22.4,19.5,NA,4.2,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",2018-07-26,934,7.7,23.5,6,22.4,19.5,NA,4.2,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",2018-07-27,933,7.7,23.5,6,22.4,19.5,NA,4.2,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
